House ID,Built_Date,Priced_date,Garden,dock_dist,capital_dist,royalMarket_dist,guardingTower_dist,river_dist,renovation,dining,bedroom,bathroom,kingVisit,curse,blessing,farm_land,location,holy_tree,knight_house_dist,builder
"6e33d945
",1601,1607,1,22.337643,23.113472,15.895012,38.121146,42.547456,NaN,2,3,4,1,0,137,0,NaN,1,33.865151,NaN
"6e33da04
",1604,1612,0,27.526947,21.360500,NaN,NaN,46.478452,0,2,2,3,0,NaN,139,2,1,NaN,31.753480,NaN
"6e33da95
",1605,1611,0,NaN,105.474684,23.032281,77.415383,21.633630,1,4,4,4,0,0,55,1,2,1,116.128662,NaN
"6e33daa6
",1603,1611,0,23.374721,24.435967,9.381220,121.835501,22.565566,0,4,4,4,0,0,136,1,0,NaN,35.341368,NaN
"6e33dad4
",1602,1612,0,58.421896,NaN,19.088918,20.993579,16.631047,0,2,2,2,0,0,74,1,NaN,NaN,NaN,NaN
"6e33db0d
",1600,1611,0,15.400391,14.451825,78.237830,143.134215,22.570970,1,4,3,4,0,0,146,1,1,NaN,24.597552,NaN
"6e33db50
",1600,1609,0,87.110345,71.176296,73.486926,151.719776,27.979991,1,3,3,2,0,1,89,1,3,0,81.404497,NaN
"6e33db93
",1606,1607,0,86.673969,22.161957,5.464644,96.700549,47.076978,1,3,4,2,0,1,138,2,3,0,33.052595,NaN
"6e33dc17
",1600,1611,0,82.695922,120.342126,140.038894,67.577847,9.155398,0,4,2,2,0,0,40,1,1,1,130.954089,NaN
"6e33dc45
",1603,1611,0,20.820812,136.500770,NaN,61.708190,29.847968,1,2,4,4,0,0,23,2,1,1,146.597565,NaN
"6e33dc9b
",1604,1611,0,24.439139,NaN,16.203887,57.700642,22.992714,0,4,3,3,0,0,74,1,1,1,NaN,NaN
"6e33dcbf
",1605,1607,0,52.040396,58.635533,27.833598,74.368599,14.121650,0,4,3,4,0,0,101,1,1,1,69.555626,NaN
"6e33de9b
",1603,1608,NaN,116.634247,3.427910,63.089427,21.613792,21.986153,0,4,4,4,0,NaN,157,1,1,1,13.978904,NaN
"6e33def0
",1605,1607,0,62.077524,45.299154,26.561707,24.839606,9.357076,0,3,4,2,0,0,115,1,1,1,55.742377,NaN
"6e33def6
",1604,1610,0,85.194424,132.484305,21.994211,22.025442,34.838246,0,3,3,4,0,0,28,1,3,NaN,143.014538,NaN
"6e33df04
",1602,1610,0,96.086723,14.795040,46.609359,26.248502,44.680795,0,4,3,3,0,0,145,1,2,1,25.426605,NaN
"6e33df39
",1601,1608,0,NaN,73.489026,NaN,171.759313,0.808713,0,4,4,3,0,0,87,1,2,1,84.106678,NaN
"6e33df68
",1603,1611,0,38.379518,NaN,2.238293,126.868108,1.002967,NaN,3,3,2,0,1,74,1,0,NaN,NaN,NaN
"6e33dfb6
",1603,1607,NaN,104.088185,14.947076,52.738373,87.361830,15.021032,NaN,4,4,NaN,0,0,145,1,3,1,25.782032,NaN
"6e33dfbc
",1606,1612,0,3.967016,54.160825,15.342768,10.244938,0.041710,1,2,3,2,0,0,106,1,1,1,64.295664,NaN
"6e33dfd2
",1600,1607,1,112.228967,27.447702,22.200990,193.452344,20.330631,0,3,2,2,1,0,133,0,1,1,38.139590,NaN
"6e33dfe6
",1603,1609,0,3.570095,6.352960,24.270797,115.631491,5.211486,0,2,4,2,0,0,154,1,1,1,16.716758,NaN
"6e33e047
",1603,1612,0,93.492921,48.163951,32.705822,156.792762,49.607913,0,3,4,3,0,0,112,1,1,NaN,58.392906,NaN
"6e33e05a
",1601,1607,0,37.338156,2.225867,106.884170,90.864031,30.501178,0,NaN,4,2,0,0,158,1,3,1,12.881118,NaN
"6e33e0d7
",1604,1610,0,124.165318,34.133234,4.146681,102.848761,14.087121,0,4,2,2,0,0,126,1,0,1,44.900072,NaN
"6e33e103
",1602,1607,1,1.697146,104.942095,46.300243,86.975578,8.681796,0,3,2,4,1,NaN,55,0,1,1,115.529197,NaN
"6e33e140
",1600,1608,0,38.795069,89.894388,70.820071,199.563881,18.097234,0,4,2,4,0,0,70,1,0,1,100.014935,NaN
"6e33e247
",1600,1612,0,32.178612,NaN,NaN,23.565983,49.469023,1,NaN,2,3,0,0,74,1,1,NaN,NaN,NaN
"6e33e259
",1606,1607,0,61.472259,33.843102,12.953832,34.966826,1.144604,0,3,4,2,0,0,126,1,1,1,44.840306,NaN
"6e33e2ba
",1601,1611,0,90.299381,6.872412,NaN,161.986880,70.173495,0,4,3,2,0,NaN,153,1,0,NaN,17.184037,NaN
"6e33e2da
",1601,1609,1,86.915320,7.890963,89.687080,84.293787,47.758401,0,4,4,3,1,1,152,0,2,0,18.526930,NaN
"6e33e2e3
",1604,1611,0,NaN,53.548974,NaN,29.204368,3.608470,0,3,3,2,0,0,106,1,NaN,1,64.318928,NaN
"6e33e307
",1602,1611,0,14.100571,15.403602,36.779265,88.012375,44.091192,0,4,3,4,0,0,145,1,1,1,26.384339,NaN
"6e33e342
",1601,1610,0,NaN,79.942647,21.490401,166.428862,5.315631,0,NaN,NaN,3,0,0,80,1,3,1,89.952408,NaN
"6e33e3c7
",1600,1609,0,29.512350,90.316838,NaN,54.825924,66.487198,0,4,4,4,0,0,70,1,1,1,101.250278,NaN
"6e33e3d8
",1606,1610,NaN,20.290073,92.477067,57.953631,67.642251,45.301544,0,4,4,3,0,0,68,1,1,1,102.511814,NaN
"6e33e3e4
",1604,1608,0,122.428886,NaN,39.004162,64.489312,22.545371,0,3,2,4,0,0,74,1,1,1,NaN,NaN
"6e33e3ea
",1606,1607,0,16.307961,61.710237,38.657290,62.705735,11.565107,0,3,3,2,0,0,98,1,NaN,1,72.401405,NaN
"6e33e401
",1605,1607,0,NaN,88.773330,14.969214,195.688918,52.541731,0,2,4,4,0,0,71,1,0,1,99.088650,NaN
"6e33e447
",1601,1609,0,26.968103,26.372321,47.129965,148.299873,39.895958,NaN,4,2,4,0,0,134,1,3,1,36.430398,NaN
"6e33e4a1
",1602,1611,0,91.396456,0.737600,6.380115,49.072919,9.108445,0,4,3,4,0,0,159,2,2,1,11.318560,NaN
"6e33e511
",1603,1609,NaN,14.905067,4.523379,3.497135,83.603849,14.942152,0,NaN,3,2,0,1,155,1,NaN,0,15.249420,NaN
"6e33e52e
",1605,1610,0,47.641047,46.996820,69.082944,74.057147,29.976100,0,2,2,3,0,0,113,1,1,1,57.192334,NaN
"6e33e540
",1602,1610,0,52.066786,13.633432,53.680088,157.520905,8.022387,0,4,3,4,0,0,146,2,1,1,24.102031,NaN
"6e33e55e
",1600,1612,0,33.642287,29.708618,42.727641,22.466493,4.284597,0,NaN,2,2,0,0,130,1,0,1,39.979653,NaN
"6e33e5aa
",1602,1611,1,6.920788,0.367468,11.757067,48.943619,32.939848,0,4,2,4,1,1,160,0,NaN,NaN,11.251484,NaN
"6e33e5b3
",1605,1608,NaN,13.390856,9.897528,NaN,171.405172,3.567078,0,3,NaN,4,0,1,150,1,0,NaN,20.570656,NaN
"6e33e688
",1603,1608,0,NaN,36.981475,8.795534,6.560407,24.674454,0,4,3,3,0,0,123,1,1,1,47.897857,NaN
"6e33e694
",1606,1609,0,20.042263,47.973826,12.663890,157.581362,26.897812,1,4,3,4,0,0,112,1,2,1,58.513592,NaN
"6e33e6bb
",1604,1607,0,30.921195,1.681178,53.731452,147.201344,27.926936,0,4,2,3,0,NaN,158,2,3,1,12.489797,NaN
"6e33e824
",1603,1612,0,NaN,3.503667,100.757702,52.329138,11.442822,0,2,3,4,0,1,156,1,1,0,14.148107,NaN
"6e33e877
",1605,1612,0,42.473630,82.684663,7.101850,211.246365,13.550906,NaN,4,4,4,0,1,77,1,2,0,93.444440,NaN
"6e33e8bd
",1603,1611,NaN,59.050741,30.449840,41.331001,90.211101,3.429143,0,4,2,3,0,1,130,1,1,0,41.447403,NaN
"6e33e8e9
",1606,1612,0,28.919543,8.197439,3.320680,137.638360,17.629096,1,2,3,2,0,0,152,1,2,1,19.160901,NaN
"6e33e8f5
",1601,1608,0,47.804347,2.619374,95.100950,70.391792,16.722068,0,2,NaN,3,0,0,157,1,1,1,13.451639,NaN
"6e33e911
",1605,1607,NaN,8.724330,149.554791,28.248211,126.905161,42.832845,0,4,2,3,0,0,10,1,1,1,160.215535,NaN
"6e33e973
",1600,1607,0,52.170872,27.997398,30.272679,92.129360,25.406600,0,2,3,2,0,0,132,1,3,1,38.580060,NaN
"6e33e9c6
",1602,1611,0,39.373811,92.177944,8.972846,67.973048,6.093833,0,4,4,2,0,0,68,1,0,NaN,102.378513,NaN
"6e33e9de
",1604,1611,0,41.216848,56.447438,46.602648,124.820430,12.064448,0,3,3,2,0,0,104,1,1,1,67.399118,NaN
"6e33ea29
",1605,1608,0,3.885710,60.088407,52.162723,14.896720,30.494365,0,2,2,2,0,0,100,1,1,NaN,70.693799,NaN
"6e33ea47
",1602,1610,1,73.066321,112.364147,NaN,151.253908,64.650737,1,3,3,4,1,0,48,0,1,1,123.316243,NaN
"6e33ea5d
",1602,1610,0,NaN,16.304758,1.379518,29.736281,2.624830,0,NaN,3,2,0,0,144,2,1,1,26.396758,NaN
"6e33ea69
",1601,1612,0,54.835115,5.113331,69.111866,74.638134,70.250270,0,4,3,4,0,1,155,1,0,0,15.865925,NaN
"6e33ead0
",1606,1607,0,30.289972,47.465148,11.607878,103.412829,81.118904,0,4,2,3,0,0,113,1,1,1,57.667301,NaN
"6e33eaec
",1600,1612,0,78.585107,0.542797,6.216727,111.156863,3.360745,0,4,2,2,0,1,159,1,1,NaN,10.577694,NaN
"6e33eb08
",1606,1611,0,1.145507,34.184293,51.437827,115.598895,22.513227,0,2,4,2,0,0,126,1,1,1,44.715849,NaN
"6e33eb20
",1605,1612,NaN,4.880917,37.785938,117.641250,26.219648,41.965654,0,4,2,4,0,NaN,122,1,2,1,48.551751,NaN
"6e33eb22
",1604,1608,0,14.991203,9.753888,113.314007,47.931107,20.010904,1,NaN,2,2,0,0,150,1,2,1,20.636546,NaN
"6e33eb63
",1605,1608,0,66.532498,26.451222,17.252165,65.429005,44.865461,NaN,3,2,3,0,0,134,1,0,1,36.955175,NaN
"6e33eb91
",1601,1612,0,7.023114,1.503575,36.939605,10.883696,5.645965,0,3,3,3,0,NaN,158,1,2,1,12.392211,NaN
"6e33ebd0
",1600,1609,0,23.679969,22.675908,122.171320,54.858425,7.623188,1,3,4,3,0,0,137,1,0,1,32.938116,NaN
"6e33ec19
",1606,1607,0,33.646159,60.013001,2.143563,14.752786,22.953899,NaN,NaN,4,NaN,0,1,100,1,1,0,70.834294,NaN
"6e33ec61
",1605,1611,0,37.840190,6.893241,90.479084,14.294216,11.932561,0,3,4,3,0,1,153,1,1,NaN,17.616047,NaN
"6e33ecdb
",1605,1610,NaN,121.472939,11.822136,55.363888,88.993921,44.646553,0,2,3,3,0,0,148,1,3,1,21.946637,NaN
"6e33ecec
",1606,1610,NaN,72.868472,62.779683,12.020526,121.365686,3.248726,0,2,3,3,0,0,97,1,2,1,73.713438,NaN
"6e33ed14
",1603,1612,0,NaN,90.489557,7.866015,78.384602,20.643407,0,4,3,3,0,0,70,1,0,1,100.722573,NaN
"6e33ed19
",1600,1607,0,22.881949,49.884662,2.347096,135.891001,0.432417,0,NaN,2,3,0,0,110,1,3,1,60.566368,NaN
"6e33ed32
",1605,1607,0,15.330199,35.830455,13.720277,113.947494,14.855820,1,3,2,4,0,0,124,1,3,1,46.730978,NaN
"6e33ed55
",1603,1608,0,1.904899,127.614389,20.296597,119.015830,12.930322,0,4,4,2,0,0,32,1,1,1,138.325145,NaN
"6e33ed58
",1603,1607,NaN,41.624689,27.803960,11.646617,5.289403,2.415980,0,4,2,4,0,1,132,1,NaN,0,37.933798,NaN
"6e33edab
",1604,1607,NaN,24.503394,28.991282,76.036851,49.339833,34.979450,NaN,2,4,2,0,0,131,2,1,NaN,39.299336,NaN
"6e33edc9
",1603,1612,0,49.509635,17.541054,46.142997,53.205300,21.469627,0,2,2,4,0,NaN,142,1,NaN,1,27.801480,NaN
"6e33ee00
",1604,1609,0,7.430532,26.181377,35.813028,5.652444,11.456728,1,3,NaN,3,0,0,134,1,1,1,36.452577,NaN
"6e33ee41
",1601,1609,0,28.200879,19.673102,77.366200,99.836694,68.020229,0,4,3,2,0,0,140,1,NaN,NaN,29.923183,NaN
"6e33ee51
",1601,1609,0,102.994142,73.944889,54.112663,146.121098,2.614921,1,4,4,4,0,0,86,1,1,1,84.738852,NaN
"6e33ee9f
",1602,1607,0,151.828533,40.871079,151.116571,46.599562,12.939643,1,3,NaN,2,0,0,119,1,2,NaN,51.550582,NaN
"6e33eec6
",1604,1611,0,41.555256,6.935686,20.049921,68.465937,34.761651,NaN,3,3,4,0,0,153,1,3,1,17.175282,NaN
"6e33ef55
",1600,1607,0,54.541466,NaN,10.194561,184.502678,25.803118,NaN,3,2,4,0,0,74,1,2,1,NaN,NaN
"6e33ef63
",1606,1609,0,61.158515,7.756047,153.176951,52.474673,26.608189,0,2,2,3,0,NaN,152,1,2,1,17.832861,NaN
"6e33ef71
",1600,1609,NaN,85.145882,NaN,4.788094,141.017640,19.289197,0,4,3,4,0,0,74,1,1,1,NaN,NaN
"6e33ef93
",1600,1608,0,22.821014,13.437220,39.536727,188.698522,38.379067,0,3,4,4,0,0,147,2,1,1,24.025570,NaN
"6e33efcc
",1600,1611,0,13.560681,64.472012,40.290859,70.081487,17.796314,NaN,3,2,2,0,0,96,1,3,NaN,74.700204,NaN
"6e33efdd
",1606,1607,0,NaN,39.104890,4.026138,61.813186,29.248255,0,2,4,4,0,0,121,1,1,1,50.005925,NaN
"6e33efee
",1604,1612,0,44.189507,88.254128,19.011482,187.870742,19.422420,0,4,2,4,0,0,72,1,2,1,98.932782,NaN
"6e33eff3
",1606,1610,0,8.515570,48.695945,4.098123,117.706284,19.379360,1,3,3,3,0,0,111,1,1,1,59.389666,NaN
"6e33f016
",1602,1611,0,22.893209,NaN,21.240813,149.804804,21.432905,0,3,2,2,0,0,74,1,NaN,1,NaN,NaN
"6e33f084
",1602,1610,1,55.073075,108.491329,87.437794,103.338192,15.371649,0,2,3,3,1,0,52,0,2,1,118.690534,NaN
"6e33f089
",1601,1609,0,26.422783,65.061556,64.232511,68.379526,40.633350,NaN,2,3,3,0,0,95,1,0,NaN,75.800809,NaN
"6e33f095
",1600,1611,0,106.428342,NaN,54.794388,107.612451,5.640763,0,2,NaN,NaN,0,0,74,1,1,NaN,NaN,NaN
"6e33f0a5
",1600,1612,0,111.088695,21.394560,9.621412,235.032896,25.510260,0,4,2,4,0,0,139,1,NaN,1,32.393124,NaN
"6e33f0d2
",1602,1612,NaN,53.941740,31.080843,118.730986,177.040730,21.819878,1,3,4,3,0,0,129,2,1,1,42.046816,NaN
"6e33f125
",1602,1608,0,36.425478,112.002709,47.866959,117.691741,27.882137,0,2,2,2,0,NaN,48,1,1,1,122.257880,NaN
"6e33f1a3
",1602,1610,0,5.621591,35.215956,45.630395,104.057717,13.066755,1,NaN,4,3,0,0,125,1,0,1,46.153734,NaN
"6e33f1bd
",1604,1612,0,132.807822,43.496375,NaN,198.259737,21.341106,0,NaN,3,4,0,0,117,1,1,NaN,54.485243,NaN
"6e33f1cf
",1600,1610,NaN,74.818894,48.903964,13.731672,5.827189,8.892372,0,3,3,4,0,0,111,1,1,1,59.033871,NaN
"6e33f215
",1605,1607,0,4.744589,120.455947,21.462681,48.345063,4.389339,1,NaN,3,4,0,0,40,1,0,1,130.875450,NaN
"6e33f22f
",1603,1611,0,48.698676,1.445427,8.142885,54.896295,16.920047,NaN,NaN,NaN,4,0,0,159,2,0,1,11.601958,NaN
"6e33f2e0
",1606,1610,0,31.455642,59.922048,22.298909,259.755386,15.906144,0,3,4,3,0,0,100,1,2,1,70.350966,NaN
"6e33f2e4
",1606,1612,1,7.198959,22.599967,7.663834,152.903813,50.039214,1,4,3,4,1,0,137,0,2,1,33.007734,NaN
"6e33f2ef
",1600,1608,0,67.085512,57.571609,25.496660,225.454555,3.879850,0,4,2,2,0,NaN,102,1,1,1,68.221976,NaN
"6e33f321
",1606,1612,0,25.453839,8.665905,63.533167,117.804756,42.153359,0,3,4,3,0,0,151,2,3,1,19.222971,NaN
"6e33f3bd
",1601,1612,1,NaN,2.930804,NaN,13.557454,83.659949,0,3,3,2,1,0,157,0,1,NaN,13.789287,NaN
"6e33f47d
",1602,1612,0,NaN,42.090932,31.885369,3.135439,0.092267,0,NaN,4,3,0,0,118,1,1,1,52.745143,NaN
"6e33f4f2
",1601,1611,0,132.894767,7.443525,77.185804,146.882318,43.536470,0,2,2,3,0,0,153,1,1,1,17.981338,NaN
"6e33f502
",1605,1612,0,41.271225,86.380311,30.979365,183.334350,23.038280,0,3,2,3,0,1,74,1,3,0,97.250870,NaN
"6e33f55c
",1602,1611,0,29.823244,0.479429,56.058751,131.234057,29.529548,1,2,4,NaN,0,1,160,2,2,0,11.370479,NaN
"6e33f560
",1601,1607,NaN,83.838284,6.569982,27.241146,1.130651,8.203381,0,3,2,2,0,0,153,1,NaN,1,16.998470,NaN
"6e33f5ac
",1605,1609,0,80.096132,68.978068,101.411946,135.566831,26.249709,0,4,2,4,0,0,91,1,0,1,79.052984,NaN
"6e33f5b8
",1605,1609,0,40.155771,72.333107,3.453341,24.306731,60.927288,0,NaN,2,2,0,0,88,2,1,1,82.893471,NaN
"6e33f691
",1602,1612,0,20.839926,15.746210,51.939015,168.584113,9.669690,NaN,2,2,4,0,0,144,1,1,1,25.914878,NaN
"6e33f6c8
",1602,1608,0,112.812228,15.602028,16.441763,72.449287,23.163752,0,4,4,2,0,0,144,1,0,1,25.745574,NaN
"6e33f6e2
",1602,1609,0,34.475828,21.769430,NaN,88.668067,18.500467,NaN,2,3,3,0,0,138,1,1,1,31.949260,NaN
"6e33f6f7
",1605,1611,0,45.127631,64.662700,NaN,12.156501,17.083379,0,2,2,4,0,0,95,1,1,1,74.849786,NaN
"6e33f718
",1603,1608,0,27.990055,80.643957,15.655578,146.050279,29.141941,0,4,2,4,0,0,79,1,0,1,91.251214,NaN
"6e33f72b
",1603,1607,NaN,10.797059,4.710113,120.283746,98.469821,46.947397,0,2,2,3,0,0,155,1,1,1,14.946285,NaN
"6e33f781
",1605,1607,0,22.549545,22.060388,NaN,88.273813,26.195734,0,2,3,2,0,0,138,1,0,1,32.148992,NaN
"6e33f7b3
",1601,1612,0,46.361168,22.988301,19.340808,30.339324,17.440270,0,3,2,3,0,1,137,1,3,NaN,33.988105,NaN
"6e33f840
",1604,1611,0,28.868206,20.308620,NaN,104.395225,42.191758,0,2,3,3,0,0,140,1,1,NaN,30.795932,NaN
"6e33f848
",1606,1609,1,NaN,9.132428,55.372870,38.988214,40.842576,0,3,2,2,1,0,151,0,2,1,19.743704,NaN
"6e33f8b1
",1602,1607,0,61.649064,15.742477,16.462462,134.456857,29.836709,0,3,2,3,0,0,144,1,NaN,1,25.903889,NaN
"6e33f906
",1601,1609,0,51.904714,9.665041,14.598258,103.870347,15.942864,0,4,3,2,0,0,150,1,1,1,20.093550,NaN
"6e33f91d
",1603,1608,1,22.563202,16.322082,NaN,73.007900,27.886013,1,4,2,3,1,0,144,0,1,1,26.839061,NaN
"6e33f934
",1600,1607,0,23.792854,29.745864,57.014560,128.070089,0.103539,NaN,3,2,3,0,0,130,1,1,1,39.965955,NaN
"6e33f9ae
",1602,1607,0,23.466825,42.941750,59.514115,123.491943,73.809085,0,3,3,NaN,0,0,117,1,3,NaN,53.843636,NaN
"6e33f9ee
",1602,1610,0,2.481965,40.283235,15.327304,202.618211,38.141528,0,3,3,4,0,0,120,2,1,NaN,50.947863,NaN
"6e33f9fe
",1602,1611,0,22.522480,42.472318,15.229329,85.600591,80.121790,1,3,2,2,0,0,118,2,1,1,53.186797,NaN
"6e33fa16
",1601,1610,0,127.446634,66.184226,28.838019,12.105397,2.637258,0,2,3,3,0,0,94,1,2,1,76.537922,NaN
"6e33fa31
",1604,1608,0,11.974023,76.024500,99.762467,6.039753,48.227706,NaN,2,3,3,0,0,84,2,1,1,86.925345,NaN
"6e33fa47
",1601,1609,NaN,12.111350,49.006479,75.640289,274.769201,19.427799,0,2,2,2,0,0,111,1,3,1,59.527987,NaN
"6e33fa58
",1604,1608,0,NaN,110.580410,7.625631,153.948557,78.660190,0,3,4,2,0,0,49,1,0,NaN,120.699951,NaN
"6e33fa72
",1602,1610,0,14.945802,69.649922,51.256857,83.348587,5.122275,0,NaN,2,3,0,0,90,1,1,1,80.531053,NaN
"6e33fabb
",1603,1610,0,17.580826,12.314416,16.333805,32.325725,0.187753,1,3,4,3,0,1,148,1,1,0,23.152708,NaN
"6e33fae5
",1605,1612,0,76.122163,NaN,103.724208,84.755248,26.500546,0,3,3,3,0,0,74,1,0,1,NaN,NaN
"6e33fb4c
",1606,1607,NaN,61.835983,5.205273,5.458956,62.857669,32.240173,0,3,4,3,0,0,155,1,1,1,15.561543,NaN
"6e33fb5f
",1602,1611,0,65.641239,106.593981,49.898502,69.907752,49.569706,NaN,NaN,3,2,0,0,53,1,3,NaN,117.398907,NaN
"6e33fb67
",1603,1608,0,101.976904,12.664007,NaN,113.783115,27.335673,0,4,2,2,0,0,147,2,1,NaN,23.058176,NaN
"6e33fb7d
",1601,1608,0,28.199793,26.861208,78.434689,234.960565,27.658250,0,2,2,3,0,1,133,1,1,0,37.301412,NaN
"6e33fbe8
",1606,1612,0,36.485086,114.076054,52.417391,42.156249,70.348096,0,2,2,4,0,0,46,1,2,1,124.710710,NaN
"6e33fbea
",1601,1612,0,23.749010,151.202886,47.161114,215.082456,27.246193,0,4,2,4,0,0,9,1,1,1,161.472783,NaN
"6e33fc3b
",1606,1610,0,28.139707,4.272729,1.172857,57.582030,58.919547,0,4,2,4,0,0,156,1,1,1,14.620012,NaN
"6e33fc4b
",1602,1612,0,41.766165,26.896990,14.399489,238.529506,36.948925,0,2,2,3,0,0,133,1,1,1,36.903830,NaN
"6e33fc50
",1602,1609,0,67.970668,127.055163,77.095585,48.362415,15.202710,1,3,4,3,0,0,33,1,1,1,137.848707,NaN
"6e33fcb0
",1600,1607,NaN,26.906788,18.972934,NaN,2.693943,14.202554,0,2,2,4,0,0,141,1,1,NaN,29.800298,NaN
"6e33fcef
",1602,1611,0,NaN,12.303940,NaN,23.021655,21.046464,NaN,4,3,3,0,0,148,1,1,1,22.406323,NaN
"6e33fd0d
",1606,1608,0,67.779513,52.177993,94.951161,45.097644,40.158504,0,4,3,2,0,0,108,1,1,NaN,62.633100,NaN
"6e33fd1b
",1605,1612,0,6.175485,152.104167,42.105771,37.057787,18.102643,1,2,4,4,0,0,8,1,2,1,162.963903,NaN
"6e33fd51
",1602,1610,0,10.302634,13.161947,51.039301,19.079370,3.843872,0,3,2,4,0,0,147,1,2,1,23.976940,NaN
"6e33fd85
",1602,1610,0,70.681593,54.344844,98.449783,189.205690,35.652006,0,4,4,4,0,0,106,1,1,1,65.098616,NaN
"6e33fd87
",1602,1609,0,28.197674,20.825197,76.158550,128.706286,17.771461,0,4,3,4,0,0,139,1,NaN,1,31.430060,NaN
"6e33fd8e
",1605,1611,0,67.747813,30.479275,NaN,64.632299,36.411980,0,4,4,4,0,0,130,1,0,1,41.086674,NaN
"6e33fdac
",1604,1611,0,88.802127,12.833491,14.748831,NaN,50.099488,0,4,NaN,3,0,0,147,1,NaN,1,23.504909,NaN
"6e33fdc6
",1603,1612,0,8.162210,50.126346,NaN,90.381393,15.621112,0,3,2,4,0,0,110,1,1,1,60.717474,NaN
"6e33fdda
",1604,1610,0,6.038192,47.803214,NaN,NaN,24.388623,1,4,3,4,0,0,112,2,NaN,1,58.352442,NaN
"6e33fde1
",1605,1610,0,3.382249,20.929168,104.806173,174.287895,2.272350,NaN,3,3,4,0,0,139,1,2,NaN,31.542167,NaN
"6e33fdf7
",1602,1611,0,9.669268,11.214337,61.386226,33.317029,18.420295,0,3,2,3,0,0,149,1,0,1,21.998420,NaN
"6e33fe42
",1605,1607,0,46.529464,25.821079,82.577997,52.385026,63.569763,1,4,2,3,0,0,134,1,3,1,36.181977,NaN
"6e33fe91
",1605,1607,NaN,77.556984,37.621904,52.169783,80.159783,12.836002,0,2,NaN,4,0,0,122,1,0,1,47.954510,NaN
"6e33feb3
",1601,1611,NaN,1.981104,67.176775,29.605332,74.404363,4.514742,0,4,4,NaN,0,0,93,1,0,1,77.948487,NaN
"6e33ff10
",1601,1608,1,17.182032,9.808982,NaN,NaN,68.388385,0,4,3,3,1,0,150,0,1,1,20.274310,NaN
"6e33ff3f
",1606,1608,0,76.899116,21.407047,61.033625,165.283537,48.177876,0,4,4,3,0,0,139,1,1,NaN,31.561197,NaN
"6e33ff49
",1601,1607,0,81.371574,95.445363,33.407684,51.343650,76.921515,0,2,3,2,0,0,65,1,3,1,105.874449,NaN
"6e33ff53
",1603,1611,0,29.352890,133.399918,NaN,84.822693,24.125759,0,4,3,2,0,0,27,1,1,1,144.280459,NaN
"6e33ff6c
",1602,1611,0,43.988128,7.859531,21.864451,70.169710,8.716909,0,4,2,3,0,0,152,2,1,NaN,18.341070,NaN
"6e33ffd0
",1602,1611,0,124.277387,26.585604,NaN,23.141135,41.909185,0,4,3,2,0,0,133,1,3,1,37.358384,NaN
"6e33fff6
",1605,1607,0,53.390747,63.005148,NaN,96.691951,5.611173,0,4,2,4,0,1,97,1,1,0,73.579822,NaN
"6e340075
",1600,1607,0,NaN,87.177020,3.268224,53.992178,8.036161,NaN,2,2,4,0,0,73,2,1,1,97.838575,NaN
"6e3400ae
",1603,1612,NaN,26.054461,47.626358,66.965467,139.241002,5.911792,0,NaN,4,2,0,1,112,1,NaN,0,58.549449,NaN
"6e3400cd
",1605,1609,0,36.764007,NaN,100.310516,13.262089,22.809689,1,2,2,3,0,0,74,1,3,1,NaN,NaN
"6e3400e0
",1605,1608,0,8.374054,77.933790,NaN,215.786697,46.236075,0,3,3,3,0,1,82,1,1,0,88.542992,NaN
"6e340134
",1600,1612,NaN,37.489755,39.470206,28.780797,96.334130,40.832872,0,2,2,3,0,1,121,1,1,0,50.336458,NaN
"6e340146
",1605,1611,0,123.529964,99.109084,35.156641,91.234207,11.236321,1,4,4,3,0,0,61,1,3,1,109.905160,NaN
"6e340186
",1606,1612,0,37.350035,34.700940,40.661395,101.245153,47.070689,1,4,3,4,0,0,125,1,3,NaN,45.347744,NaN
"6e340199
",1601,1607,0,1.439561,65.764795,117.013179,76.933776,14.561020,1,NaN,4,4,0,0,94,1,1,NaN,76.430194,NaN
"6e3401bb
",1602,1608,0,9.486588,66.890488,NaN,224.939349,62.399351,0,4,3,4,0,0,93,1,3,1,77.218555,NaN
"6e3401c9
",1603,1608,0,101.479557,28.431351,10.801679,49.959949,26.927539,0,3,2,3,0,0,132,1,1,1,39.099994,NaN
"6e3401cf
",1602,1609,0,45.465833,43.115014,13.857624,141.113841,72.935126,NaN,NaN,3,4,0,0,117,1,2,NaN,53.405039,NaN
"6e3401fd
",1605,1611,0,99.581267,NaN,NaN,181.437385,56.129210,0,2,4,3,0,0,74,2,2,1,NaN,NaN
"6e340221
",1605,1612,0,65.987991,3.201807,60.092075,40.708045,42.848439,0,3,4,2,0,0,157,2,1,1,14.195460,NaN
"6e340269
",1601,1607,NaN,NaN,34.494142,7.060097,38.394712,49.137866,0,3,4,2,0,0,126,1,0,1,45.068376,NaN
"6e340290
",1603,1611,0,NaN,44.508545,71.911093,91.017345,71.772719,0,3,3,2,0,0,115,2,0,1,54.530561,NaN
"6e3402ea
",1606,1609,0,38.382462,99.189312,69.412063,99.356326,0.693121,0,3,3,2,0,0,61,2,2,1,109.454335,NaN
"6e340302
",1601,1610,0,5.865003,NaN,53.304314,98.579682,26.439705,0,2,3,4,0,0,74,1,1,1,NaN,NaN
